customer_id,name,province,city,region,registration_date,age_group,gender,segment
385,周伟,北京,北京市,华北,2022-11-04,26-35,男,普通会员
386,朱勇,福建,福州市,华南,2022-07-15,18-25,女,金卡会员
387,朱勇,福建,福州市,华南,2022-04-30,26-35,男,银卡会员
388,郭超,辽宁,沈阳市,东北,2022-02-04,26-35,女,金卡会员
389,陈军,安徽,合肥市,华东,2022-10-03,26-35,女,普通会员
390,周敏,陕西,西安市,西北,2022-02-04,46-55,女,钻石会员
391,胡洋,山东,济南市,华东,2022-11-28,55+,女,金卡会员
392,罗洋,福建,福州市,华南,2022-01-21,36-45,女,金卡会员
393,赵敏,广东,佛山市,华南,2022-03-17,26-35,女,普通会员
394,周伟,山东,青岛市,华东,2022-03-13,36-45,女,金卡会员
395,林超,上海,上海市,华东,2022-09-19,18-25,女,普通会员
396,马杰,河南,郑州市,华中,2022-12-21,26-35,男,普通会员
397,马强,浙江,杭州市,华东,2022-02-18,18-25,女,金卡会员
398,赵杰,浙江,杭州市,华东,2022-07-11,36-45,男,普通会员
399,陈杰,福建,福州市,华南,2022-02-10,46-55,男,普通会员
400,周磊,湖北,武汉市,华中,2022-07-11,36-45,男,银卡会员
401,马伟,安徽,芜湖市,华东,2022-06-17,26-35,女,金卡会员
402,马超,陕西,西安市,西北,2022-08-28,26-35,女,钻石会员
403,黄秀英,河南,郑州市,华中,2022-12-09,36-45,男,普通会员
404,何鑫,安徽,芜湖市,华东,2022-11-20,26-35,男,银卡会员
405,胡洋,江苏,无锡市,华东,2022-03-25,55+,女,普通会员
406,赵芳,安徽,合肥市,华东,2022-10-12,36-45,女,金卡会员
407,朱鑫,陕西,咸阳市,西北,2022-02-20,55+,男,普通会员
408,杨芳,广东,佛山市,华南,2022-04-03,18-25,女,钻石会员
409,林勇,上海,上海市,华东,2022-09-25,26-35,男,普通会员
410,陈杰,安徽,芜湖市,华东,2022-05-07,26-35,男,金卡会员
411,徐鑫,四川,绵阳市,西南,2022-04-09,18-25,男,普通会员
412,孙芳,河南,洛阳市,华中,2022-10-15,46-55,女,银卡会员
413,黄涛,福建,福州市,华南,2022-02-17,18-25,男,银卡会员
414,赵芳,浙江,杭州市,华东,2022-06-05,26-35,女,普通会员
415,王丽,北京,北京市,华北,2022-05-28,26-35,女,银卡会员
416,张涛,重庆,重庆市,西南,2022-05-06,36-45,男,银卡会员
417,郭华,江苏,苏州市,华东,2022-07-23,36-45,男,银卡会员
418,陈娜,陕西,咸阳市,西北,2022-03-16,18-25,女,普通会员
419,吴文,四川,成都市,西南,2022-11-02,26-35,男,银卡会员
420,陈静,辽宁,大连市,东北,2022-06-19,26-35,男,金卡会员
421,周杰,浙江,宁波市,华东,2022-10-12,26-35,男,普通会员
422,马军,北京,北京市,华北,2022-10-05,36-45,男,银卡会员
423,马文,陕西,咸阳市,西北,2022-02-11,46-55,男,普通会员
424,朱超,北京,北京市,华北,2022-01-21,55+,男,银卡会员
425,张明,北京,北京市,华北,2022-04-21,46-55,女,普通会员
426,张鑫,北京,北京市,华北,2022-04-14,26-35,女,银卡会员
427,黄静,江苏,无锡市,华东,2022-05-25,36-45,女,普通会员
428,李涛,湖南,长沙市,华中,2022-11-06,36-45,女,普通会员
429,赵静,四川,成都市,西南,2022-07-03,26-35,女,普通会员
430,高文,四川,成都市,西南,2022-06-03,55+,女,金卡会员
431,刘强,四川,成都市,西南,2022-03-16,26-35,女,普通会员
432,高鑫,湖南,长沙市,华中,2022-06-28,46-55,男,普通会员
433,胡敏,广东,东莞市,华南,2022-12-31,26-35,男,普通会员
434,林杰,浙江,杭州市,华东,2022-08-13,46-55,男,普通会员
435,陈明,广东,东莞市,华南,2022-07-08,55+,女,金卡会员
436,徐娜,四川,成都市,西南,2022-02-23,36-45,女,普通会员
437,李勇,重庆,重庆市,西南,2022-06-01,36-45,女,钻石会员
438,高鑫,安徽,合肥市,华东,2022-09-21,55+,女,普通会员
439,王敏,湖北,武汉市,华中,2022-01-25,36-45,男,普通会员
440,周伟,山东,济南市,华东,2022-06-13,36-45,男,普通会员
441,朱秀英,福建,厦门市,华南,2022-09-17,26-35,女,普通会员
442,朱明,山东,烟台市,华东,2022-06-22,36-45,男,钻石会员
443,郭芳,湖南,株洲市,华中,2022-05-25,36-45,女,普通会员
444,李芳,四川,绵阳市,西南,2022-01-13,36-45,男,普通会员
445,黄秀英,湖北,武汉市,华中,2022-04-30,26-35,男,普通会员
446,赵伟,湖北,武汉市,华中,2022-08-21,26-35,男,银卡会员
447,林艳,江苏,无锡市,华东,2022-01-10,46-55,女,普通会员
448,朱鑫,上海,上海市,华东,2022-02-22,46-55,女,银卡会员
449,黄鑫,浙江,杭州市,华东,2022-01-12,26-35,女,金卡会员
450,徐勇,山东,青岛市,华东,2022-07-23,26-35,男,普通会员
451,何强,河南,郑州市,华中,2022-07-28,18-25,女,银卡会员
452,孙涛,四川,成都市,西南,2022-05-01,26-35,男,银卡会员
453,孙敏,上海,上海市,华东,2022-04-10,55+,男,普通会员
454,杨军,北京,北京市,华北,2022-02-25,55+,男,普通会员
455,王艳,湖北,宜昌市,华中,2022-06-24,26-35,男,金卡会员
456,孙涛,江苏,南京市,华东,2022-09-30,36-45,男,普通会员
457,高超,江苏,无锡市,华东,2022-10-20,18-25,男,银卡会员
458,周娜,湖北,宜昌市,华中,2022-10-30,18-25,女,普通会员
459,周磊,重庆,重庆市,西南,2022-01-13,26-35,男,普通会员
460,郭勇,上海,上海市,华东,2022-11-25,46-55,女,金卡会员
461,刘明,北京,北京市,华北,2022-12-09,36-45,女,普通会员
462,刘鑫,山东,烟台市,华东,2022-01-03,26-35,女,普通会员
463,黄伟,重庆,重庆市,西南,2022-12-22,18-25,男,普通会员
464,吴超,福建,福州市,华南,2022-10-30,46-55,女,普通会员
465,李杰,四川,绵阳市,西南,2022-12-22,55+,男,银卡会员
466,林超,安徽,芜湖市,华东,2022-07-01,26-35,男,银卡会员
467,杨伟,浙江,宁波市,华东,2022-12-06,26-35,女,金卡会员
468,孙艳,山东,青岛市,华东,2022-07-06,26-35,男,普通会员
469,王磊,四川,成都市,西南,2022-09-01,36-45,女,普通会员
470,刘明,湖南,长沙市,华中,2022-05-15,46-55,男,普通会员
471,王洋,湖南,株洲市,华中,2022-02-14,26-35,女,金卡会员
472,李芳,陕西,西安市,西北,2022-07-24,36-45,男,银卡会员
473,黄勇,浙江,宁波市,华东,2022-04-29,46-55,女,银卡会员
474,周杰,湖南,长沙市,华中,2022-02-28,36-45,男,普通会员
475,吴明,河南,郑州市,华中,2022-12-05,18-25,男,银卡会员
476,徐涛,浙江,温州市,华东,2022-11-17,26-35,女,普通会员
477,胡勇,四川,绵阳市,西南,2022-06-23,18-25,男,钻石会员
478,徐伟,浙江,杭州市,华东,2022-08-14,26-35,男,钻石会员
479,杨强,辽宁,沈阳市,东北,2022-03-03,46-55,女,银卡会员
480,张强,辽宁,沈阳市,东北,2022-04-03,26-35,男,普通会员
481,林军,北京,北京市,华北,2022-11-27,46-55,男,普通会员
482,杨勇,重庆,重庆市,西南,2022-09-29,36-45,女,钻石会员
483,孙涛,湖南,株洲市,华中,2022-12-23,26-35,男,普通会员
484,何强,四川,绵阳市,西南,2022-09-17,46-55,男,金卡会员
485,林涛,上海,上海市,华东,2022-10-26,36-45,女,钻石会员
486,吴洋,山东,济南市,华东,2022-12-18,26-35,女,银卡会员
487,罗鑫,湖北,武汉市,华中,2022-12-08,46-55,女,普通会员
488,陈艳,河南,洛阳市,华中,2022-09-12,36-45,女,金卡会员
489,黄军,山东,青岛市,华东,2022-04-01,26-35,男,普通会员
490,马明,广东,佛山市,华南,2022-01-10,55+,女,普通会员
491,高伟,湖南,株洲市,华中,2022-06-09,36-45,男,普通会员
492,张娜,浙江,杭州市,华东,2022-04-23,26-35,女,普通会员
493,马华,上海,上海市,华东,2022-12-15,36-45,男,普通会员
494,何伟,北京,北京市,华北,2022-02-27,46-55,女,普通会员
495,徐勇,河南,郑州市,华中,2022-04-15,26-35,男,普通会员
496,马勇,上海,上海市,华东,2022-08-09,26-35,女,普通会员
497,张超,广东,广州市,华南,2022-10-09,46-55,男,普通会员
498,赵洋,安徽,合肥市,华东,2022-05-13,26-35,女,金卡会员
499,何华,浙江,温州市,华东,2022-04-19,36-45,男,普通会员
500,朱敏,湖北,宜昌市,华中,2022-09-28,46-55,男,普通会员
